modate,SO2,NO2,NO,O3,PM10
2010/2/26,0.216515625,0.077583333,0.024791667,0.0350625,0.164942708
2010/2/27,0.2480625,0.0858125,0.056859375,0.016052083,0.23578125
2010/2/28,0.101703125,0.053015625,0.026776042,0.02096875,0.172369792
2010/3/1,0.118208333,0.032833333,0.0088125,0.065328125,0.131307292
2010/3/2,0.222692708,0.085489583,0.0374375,0.038609375,0.19209375
2010/3/3,0.19171875,0.106026042,0.046270833,0.026083333,0.266041667
2010/3/4,0.147489583,0.074442708,0.037380208,0.034078125,0.208932292
2010/3/5,0.095130208,0.044713542,0.015151042,0.034671875,0.119604167
2010/3/6,0.131286458,0.03921875,0.009770833,0.052458333,0.081390625
2010/3/7,0.119833333,0.039578125,0.009973958,0.054885417,0.098510417
2010/3/8,0.123677083,0.039979167,0.011192708,0.04496875,0.08271875
2010/3/9,0.04753125,0.031713542,0.010572917,0.054807292,0.063828125
2010/3/10,0.076197917,0.03646875,0.013098958,0.057390625,0.085578125
2010/3/11,0.054151042,0.028713542,0.009322917,0.078296875,0.13884375
2010/3/12,0.11353125,0.052322917,0.01253125,0.048755208,0.244942708
2010/3/13,0.187276042,0.076005208,0.037864583,0.035088542,0.260625
2010/3/14,0.090421875,0.058411458,0.020947917,0.027401042,0.17996875
2010/3/15,0.057890625,0.041708333,0.018828125,0.044541667,0.152354167
2010/3/16,0.065979167,0.045802083,0.017036458,0.052260417,0.167635417
2010/3/17,0.111817708,0.048348958,0.016104167,0.034901042,0.151552083
2010/3/18,0.05875,0.037729167,0.014979167,0.0511875,0.126770833
2010/3/19,0.100098958,0.064859375,0.030916667,0.042489583,0.263661458
2010/3/20,0.047322917,0.035739583,0.012713542,0.045859375,0.610911458
2010/3/21,0.043953125,0.031223958,0.014697917,0.056744792,0.228291667
2010/3/22,0.077020833,0.069567708,0.043921875,0.017541667,0.317828125
2010/3/23,0.101375,0.048072917,0.0155,0.045239583,0.254984375
2010/3/24,0.117510417,0.057140625,0.018109375,0.035421875,0.228265625
2010/3/25,0.056171875,0.032713542,0.010197917,0.056484375,0.086723958
2010/3/26,0.03596875,0.0205625,0.008583333,0.079734375,0.105875
2010/3/27,0.17171875,0.058557292,0.017166667,0.045765625,0.217630208
2010/3/28,0.1640625,0.068244792,0.024645833,0.050822917,0.208427083
2010/3/29,0.061713542,0.038583333,0.023885417,0.092708333,0.203770833
2010/3/30,0.051973958,0.028989583,0.008578125,0.086447917,0.108395833
2010/3/31,0.065963542,0.05096875,0.014786458,0.054697917,0.21275
2010/4/1,0.041588542,0.0344375,0.011260417,0.063921875,0.228286458
2010/4/2,0.05278125,0.037489583,0.011848958,0.067776042,0.154015625
2010/4/3,0.05596875,0.028354167,0.010932292,0.09115625,0.218442708
2010/4/4,0.057708333,0.036916667,0.008536458,0.107119792,0.171697917
2010/4/5,0.068953125,0.043786458,0.010057292,0.079859375,0.204223958
2010/4/6,0.063838542,0.033552083,0.012125,0.069598958,0.107880208
2010/4/7,0.050536458,0.029520833,0.009901042,0.088526042,0.119505208
2010/4/8,0.044734375,0.023494792,0.008145833,0.105317708,0.127520833
2010/4/9,0.052447917,0.039401042,0.013229167,0.093609375,0.118854167
2010/4/10,0.095541667,0.055729167,0.019557292,0.03046875,0.181036458
2010/4/11,0.188302083,0.085890625,0.065359375,0.01159375,0.294953125
2010/4/12,0.056760417,0.052755208,0.0299375,0.028135417,0.132020833
2010/4/13,0.0299375,0.025104167,0.009880208,0.063255208,0.069166667
2010/4/14,0.038541667,0.033791667,0.013364583,0.064052083,0.077447917
2010/4/15,0.037260417,0.026515625,0.009192708,0.075151042,0.095010417
2010/4/16,0.044505208,0.040442708,0.013984375,0.069567708,0.113328125
2010/4/17,0.091994792,0.075822917,0.043822917,0.054828125,0.249869792
2010/4/18,0.062822917,0.05165625,0.01421875,0.090828125,0.187041667
2010/4/19,0.103453125,0.063026042,0.017411458,0.073526042,0.2535625
2010/4/20,0.152239583,0.0654375,0.01684375,0.037911458,0.202744792
2010/4/21,0.149296875,0.067635417,0.014088542,0.043171875,0.100671875
2010/4/22,0.06521875,0.04909375,0.013885417,0.068875,0.103348958
2010/4/23,0.04734375,0.050322917,0.014479167,0.064635417,0.124510417
2010/4/24,0.056161458,0.036296875,0.012192708,0.117036458,0.12884375
2010/4/25,0.054369792,0.032260417,0.007942708,0.13428125,0.111197917
2010/4/26,0.031067708,0.026588542,0.009338542,0.076901042,0.13046875
2010/4/27,0.045473958,0.031234375,0.009354167,0.076869792,0.10934375
2010/4/28,0.0299375,0.026041667,0.009458333,0.069921875,0.086692708
2010/4/29,0.055604167,0.037723958,0.012890625,0.075229167,0.15290625
2010/4/30,0.05884375,0.049083333,0.022661458,0.070921875,0.133380208
2010/5/1,0.057307292,0.02765625,0.010609375,0.145260417,0.165817708
2010/5/2,0.054958333,0.023119792,0.008921875,0.140776042,0.1770625
2010/5/3,0.060526042,0.027947917,0.008208333,0.129114583,0.134098958
2010/5/4,0.06921875,0.042760417,0.009666667,0.107583333,0.157130208
2010/5/5,0.065161458,0.037734375,0.009260417,0.06853125,0.125036458
2010/5/6,0.043640625,0.029505208,0.009197917,0.097583333,0.086447917
2010/5/7,0.041036458,0.021989583,0.015041667,0.12515625,0.113848958
2010/5/8,0.0700625,0.044651042,0.013359375,0.099604167,0.1314375
2010/5/9,0.057875,0.039088542,0.012291667,0.083572917,0.190958333
2010/5/10,0.057489583,0.034145833,0.01446875,0.094833333,0.149364583
2010/5/11,0.059703125,0.03228125,0.010197917,0.082713542,0.095244792
2010/5/12,0.113526042,0.057734375,0.016802083,0.073411458,0.171260417
2010/5/13,0.106151042,0.053463542,0.016171875,0.110026042,0.172166667
2010/5/14,0.070635417,0.050119792,0.012776042,0.111770833,0.15490625
2010/5/15,0.109104167,0.044197917,0.0108125,0.131776042,0.182166667
2010/5/16,0.069510417,0.040432292,0.015286458,0.053265625,0.107317708
2010/5/17,0.078572917,0.049291667,0.019682292,0.020276042,0.093463542
2010/5/18,0.041166667,0.030145833,0.015067708,0.077703125,0.145817708
2010/5/19,0.075213542,0.032015625,0.0135625,0.112328125,0.156994792
2010/5/20,0.058109375,0.031677083,0.01134375,0.156276042,0.135901042
2010/5/21,0.08825,0.052036458,0.013338542,0.117166667,0.166223958
2010/5/22,0.063354167,0.045994792,0.014208333,0.108817708,0.152260417
2010/5/23,0.088348958,0.04846875,0.011151042,0.131296875,0.13190625
2010/5/24,0.062552083,0.038052083,0.01125,0.1376875,0.163807292
2010/5/25,0.070473958,0.05215625,0.011270833,0.119947917,0.152145833
2010/5/26,0.095078125,0.054666667,0.01396875,0.119583333,0.13409375
2010/5/27,0.092385417,0.064770833,0.023244792,0.073307292,0.175291667
2010/5/28,0.04421875,0.027177083,0.00765625,0.104369792,0.127265625
2010/5/29,0.039932292,0.021364583,0.007536458,0.129192708,0.128197917
2010/5/30,0.052932292,0.0229375,0.00671875,0.120666667,0.110322917
2010/5/31,0.114411458,0.04553125,0.0129375,0.076291667,0.134151042
2010/6/1,0.121270833,0.051854167,0.014526042,0.103114583,0.139380208
2010/6/2,0.107416667,0.039645833,0.008989583,0.146734375,0.163677083
2010/6/3,0.044817708,0.037760417,0.007046875,0.096984375,0.120453125
2010/6/4,0.05940625,0.035614583,0.006723958,0.124416667,0.138135417
2010/6/5,0.054796875,0.038609375,0.007541667,0.115505208,0.136354167
2010/6/6,0.048963542,0.034072917,0.00628125,0.124010417,0.110270833
2010/6/7,0.053765625,0.029166667,0.01125,0.143255208,0.08159375
2010/6/8,0.057927083,0.040828125,0.013333333,0.138635417,0.083510417
2010/6/9,0.065630208,0.043739583,0.005625,0.110854167,0.086333333
2010/6/10,0.049364583,0.044796875,0.006942708,0.061802083,0.099791667
2010/6/11,0.084515625,0.04909375,0.0084375,0.059463542,0.130822917
2010/6/12,0.102161458,0.049760417,0.007963542,0.113380208,0.15740625
2010/6/13,0.076255208,0.040192708,0.005859375,0.2629375,0.219265625
2010/6/14,0.054916667,0.032651042,0.004817708,0.166796875,0.206578125
2010/6/15,0.048041667,0.024875,0.004380208,0.192067708,0.189244792
2010/6/16,0.045098958,0.023916667,0.004109375,0.221369792,0.196869792
2010/6/17,0.044671875,0.032515625,0.004645833,0.200713542,0.245979167
2010/6/18,0.047026042,0.027817708,0.004880208,0.126869792,0.121421875
2010/6/19,0.038552083,0.032630208,0.007770833,0.100114583,0.11209375
2010/6/20,0.08603125,0.043229167,0.006671875,0.150671875,0.152604167
2010/6/21,0.059921875,0.032552083,0.008109375,0.193421875,0.137927083
2010/6/22,0.123994792,0.073375,0.005036458,0.145958333,0.300072917
2010/6/23,0.095447917,0.052682292,0.007151042,0.095020833,0.194489583
2010/6/24,0.09853125,0.098291667,0.0235,0.051463542,0.298552083
2010/6/25,0.097630208,0.094020833,0.01740625,0.065359375,0.209677083
2010/6/26,0.091333333,0.071619792,0.015822917,0.133161458,0.230796875
2010/6/27,0.0619375,0.0323125,0.005276042,0.197671875,0.200421875
2010/6/28,0.0443125,0.030734375,0.005807292,0.171651042,0.113765625
2010/6/29,0.046848958,0.034916667,0.005114583,0.169276042,0.114395833
2010/6/30,0.047541667,0.040020833,0.006447917,0.115427083,0.124203125
2010/7/1,0.035229167,0.038244792,0.008723958,0.059463542,0.120239583
2010/7/2,0.049994792,0.042088542,0.008375,0.058885417,0.139666667
2010/7/3,0.067942708,0.045166667,0.009401042,0.110578125,0.12665625
2010/7/4,0.050942708,0.040625,0.005036458,0.170005208,0.130541667
2010/7/5,0.060875,0.048276042,0.005145833,0.169885417,0.15471875
2010/7/6,0.098348958,0.044546875,0.004984375,0.179338542,0.174046875
2010/7/7,0.08709375,0.03284375,0.005026042,0.1888125,0.159526042
2010/7/8,0.052572917,0.03578125,0.005802083,0.158375,0.10325
2010/7/9,0.063338542,0.036796875,0.004947917,0.146375,0.150895833
2010/7/10,0.037505208,0.035265625,0.006276042,0.07546875,0.109119792
2010/7/11,0.04578125,0.033307292,0.007875,0.116536458,0.099807292
2010/7/12,0.04690625,0.025572917,0.00590625,0.134567708,0.108833333
2010/7/13,0.066046875,0.039994792,0.005614583,0.133317708,0.164875
2010/7/14,0.049958333,0.052489583,0.011828125,0.097223958,0.294484375
2010/7/15,0.046744792,0.039072917,0.005526042,0.094546875,0.229739583
2010/7/16,0.047572917,0.038364583,0.005177083,0.09725,0.222135417
2010/7/17,0.034380208,0.039578125,0.005994792,0.076041667,0.219286458
2010/7/18,0.045666667,0.032078125,0.005447917,0.097578125,0.17565625
2010/7/19,0.024885417,0.02621875,0.005317708,0.07115625,0.117963542
2010/7/20,0.029098958,0.022682292,0.01059375,0.09509375,0.087453125
2010/7/21,0.034375,0.028166667,0.006026042,0.133645833,0.171364583
2010/7/22,0.034078125,0.024786458,0.006838542,0.138984375,0.199083333
2010/7/23,0.02928125,0.030098958,0.008864583,0.092932292,0.120057292
2010/7/24,0.062572917,0.03965625,0.006291667,0.117177083,0.200296875
2010/7/25,0.0424375,0.040411458,0.00603125,0.096671875,0.187541667
2010/7/26,0.037005208,0.0218125,0.006401042,0.101473958,0.147802083
2010/7/27,0.036307292,0.022661458,0.019541667,0.07959375,0.09096875
2010/7/28,0.045385417,0.024260417,0.007291667,0.120807292,0.109921875
2010/7/29,0.043734375,0.022770833,0.004963542,0.146302083,0.118526042
2010/7/30,0.04809375,0.02478125,0.005197917,0.132588542,0.134479167
2010/7/31,0.050135417,0.025442708,0.005317708,0.115911458,0.123364583
2010/8/1,0.077057292,0.043489583,0.008572917,0.050822917,0.127494792
2010/8/2,0.159130208,0.081989583,0.017421875,0.047822917,0.202010417
2010/8/3,0.054645833,0.045145833,0.012713542,0.088427083,0.251098958
2010/8/4,0.039192708,0.027390625,0.006229167,0.095520833,0.143916667
2010/8/5,0.07659375,0.038703125,0.009859375,0.068067708,0.130171875
2010/8/6,0.13965625,0.061333333,0.014505208,0.117369792,0.142682292
2010/8/7,0.067541667,0.045223958,0.007489583,0.11340625,0.162895833
2010/8/8,0.038208333,0.026088542,0.005739583,0.104916667,0.089015625
2010/8/9,0.039776042,0.042177083,0.007546875,0.0686875,0.11015625
2010/8/10,0.061229167,0.049151042,0.009369792,0.043567708,0.170973958
2010/8/11,0.048697917,0.049213542,0.013489583,0.039130208,0.201072917
2010/8/12,0.039609375,0.039885417,0.013583333,0.034208333,0.124755208
2010/8/13,0.057640625,0.044036458,0.00771875,0.113776042,0.184046875
2010/8/14,0.069677083,0.040427083,0.005359375,0.065677083,0.079145833
2010/8/15,0.109854167,0.064020833,0.009848958,0.080932292,0.140463542
2010/8/16,0.135802083,0.061322917,0.00628125,0.12075,0.213265625
2010/8/17,0.074994792,0.036619792,0.005598958,0.141588542,0.168489583
2010/8/18,0.040645833,0.023265625,0.004119792,0.11159375,0.08715625
2010/8/19,0.02890625,0.029979167,0.005161458,0.08121875,0.085625
2010/8/20,0.038182292,0.044109375,0.0100625,0.062333333,0.082739583
2010/8/21,0.029375,0.03015625,0.009666667,0.072244792,0.077317708
2010/8/22,0.026494792,0.029078125,0.006119792,0.030848958,0.043510417
2010/8/23,0.084447917,0.049098958,0.010864583,0.039265625,0.09246875
2010/8/24,0.058135417,0.059234375,0.010369792,0.038390625,0.0658125
2010/8/25,0.093473958,0.053625,0.009796875,0.039921875,0.0994375
2010/8/26,0.071864583,0.040984375,0.00590625,0.078979167,0.100609375
2010/8/27,0.038182292,0.040088542,0.005640625,0.082338542,0.096010417
2010/8/28,0.031947917,0.050526042,0.009760417,0.063713542,0.10334375
2010/8/29,0.034276042,0.041515625,0.006640625,0.101958333,0.106192708
2010/8/30,0.040244792,0.041677083,0.007223958,0.104890625,0.116432292
2010/8/31,0.054494792,0.063796875,0.012130208,0.070510417,0.192677083
2010/9/1,0.105260417,0.062432292,0.018729167,0.079161458,0.213921875
2010/9/2,0.064104167,0.049260417,0.008380208,0.048807292,0.121213542
2010/9/3,0.05115625,0.04490625,0.013057292,0.0615625,0.123557292
2010/9/4,0.058333333,0.0569375,0.013421875,0.052322917,0.170536458
2010/9/5,0.082296875,0.059338542,0.013369792,0.070114583,0.182526042
2010/9/6,0.119114583,0.074197917,0.01846875,0.052958333,0.257020833
2010/9/7,0.038786458,0.03575,0.008932292,0.071447917,0.093942708
2010/9/8,0.072270833,0.045973958,0.007786458,0.043072917,0.084979167
2010/9/9,0.111442708,0.070786458,0.016364583,0.026088542,0.122177083
2010/9/10,0.039427083,0.059088542,0.015317708,0.064979167,0.096708333
2010/9/11,0.055557292,0.054854167,0.010776042,0.099453125,0.117796875
2010/9/12,0.076088542,0.054723958,0.008151042,0.129166667,0.148255208
2010/9/13,0.048572917,0.043703125,0.012416667,0.1145,0.143328125
2010/9/14,0.071427083,0.058052083,0.007171875,0.1039375,0.169244792
2010/9/15,0.056895833,0.041630208,0.00528125,0.107979167,0.161177083
2010/9/16,0.029963542,0.031041667,0.005270833,0.095192708,0.091
2010/9/17,0.035770833,0.031588542,0.006755208,0.096125,0.091234375
2010/9/18,0.046307292,0.0476875,0.022177083,0.019536458,0.128151042
2010/9/19,0.066364583,0.048260417,0.022630208,0.014635417,0.101458333
2010/9/20,0.133395833,0.083927083,0.031921875,0.04221875,0.275578125
2010/9/21,0.051276042,0.035328125,0.013177083,0.029234375,0.097442708
2010/9/22,0.03371875,0.033822917,0.012244792,0.042791667,0.038786458
2010/9/23,0.049473958,0.050692708,0.017942708,0.057135417,0.064114583
2010/9/24,0.06709375,0.06253125,0.01528125,0.062958333,0.114604167
2010/9/25,0.043989583,0.046994792,0.01021875,0.059453125,0.102098958
2010/9/26,0.06221875,0.058848958,0.013010417,0.052270833,0.128520833
2010/9/27,0.056166667,0.044322917,0.006213542,0.083958333,0.112963542
2010/9/28,0.086671875,0.062385417,0.01178125,0.040265625,0.101682292
2010/9/29,0.088947917,0.066458333,0.024197917,0.069,0.174583333
2010/9/30,0.060557292,0.054770833,0.007833333,0.114052083,0.172390625
2010/10/1,0.058161458,0.042333333,0.004515625,0.132359375,0.146666667
2010/10/2,0.052291667,0.046494792,0.007270833,0.083083333,0.1394375
2010/10/3,0.036192708,0.049291667,0.013255208,0.0786875,0.062979167
2010/10/4,0.036411458,0.0515625,0.019635417,0.065630208,0.080515625
2010/10/5,0.053359375,0.037411458,0.00728125,0.118036458,0.079927083
2010/10/6,0.063291667,0.041020833,0.004416667,0.17103125,0.144666667
2010/10/7,0.061635417,0.041953125,0.005015625,0.13828125,0.111973958
2010/10/8,0.106276042,0.071901042,0.014109375,0.095151042,0.139895833
2010/10/9,0.071942708,0.048791667,0.010005208,0.1293125,0.125260417
2010/10/10,0.051973958,0.038067708,0.003734375,0.152239583,0.131729167
2010/10/11,0.052072917,0.045536458,0.01284375,0.069916667,0.140973958
2010/10/12,0.083286458,0.052052083,0.010145833,0.050755208,0.066796875
2010/10/13,0.08965625,0.071901042,0.028578125,0.055229167,0.120338542
2010/10/14,0.086244792,0.070255208,0.0215625,0.0475,0.143765625
2010/10/15,0.06534375,0.056364583,0.029447917,0.063557292,0.106692708
2010/10/16,0.081213542,0.063494792,0.008098958,0.07675,0.137239583
2010/10/17,0.109567708,0.06853125,0.018140625,0.010489583,0.124567708
2010/10/18,0.072046875,0.065755208,0.056463542,0.007609375,0.167447917
2010/10/19,0.035526042,0.050588542,0.036953125,0.006583333,0.156953125
2010/10/20,0.103427083,0.075265625,0.041645833,0.007510417,0.160682292
2010/10/21,0.067875,0.0966875,0.084375,0.020421875,0.248708333
2010/10/22,0.085848958,0.08225,0.036515625,0.060442708,0.239442708
2010/10/23,0.104421875,0.080109375,0.020046875,0.072302083,0.1836875
2010/10/24,0.086041667,0.075104167,0.024640625,0.037645833,0.22828125
2010/10/25,0.031109375,0.044911458,0.012239583,0.034859375,0.05028125
2010/10/26,0.041989583,0.037671875,0.007270833,0.034901042,0.06209375
2010/10/27,0.054635417,0.052479167,0.034161458,0.02225,0.1099375
2010/10/28,0.060713542,0.063442708,0.045984375,0.029369792,0.120848958
2010/10/29,0.086489583,0.068265625,0.043786458,0.031817708,0.104729167
2010/10/30,0.071046875,0.069322917,0.026979167,0.045567708,0.118046875
2010/10/31,0.056916667,0.06403125,0.0339375,0.0628125,0.127744792
2010/11/1,0.096760417,0.072953125,0.035947917,0.048796875,0.158161458
2010/11/2,0.066536458,0.060979167,0.025416667,0.022260417,0.115453125
2010/11/3,0.08853125,0.048260417,0.010130208,0.056494792,0.167130208
2010/11/4,0.071526042,0.060911458,0.02453125,0.0661875,0.192515625
2010/11/5,0.075822917,0.060213542,0.01409375,0.092276042,0.159833333
2010/11/6,0.065145833,0.042479167,0.003296875,0.138354167,0.15296875
2010/11/7,0.057802083,0.044088542,0.006145833,0.068145833,0.142421875
2010/11/8,0.048802083,0.047005208,0.017026042,0.033875,0.083765625
2010/11/9,0.083973958,0.06378125,0.036364583,0.035036458,0.12984375
2010/11/10,0.146822917,0.09996875,0.06940625,0.031432292,0.260557292
2010/11/11,0.05346875,0.044744792,0.009598958,0.037338542,0.41784375
2010/11/12,0.046171875,0.036692708,0.020765625,0.054536458,0.178260417
2010/11/13,0.070526042,0.046703125,0.011161458,0.037192708,0.13015625
2010/11/14,0.1721875,0.066302083,0.039208333,0.01428125,0.114927083
2010/11/15,0.070036458,0.053171875,0.025453125,0.0294375,0.090963542
2010/11/16,0.091197917,0.062354167,0.031625,0.034817708,0.162088542
2010/11/17,0.076739583,0.06384375,0.042197917,0.046526042,0.162598958
2010/11/18,0.079177083,0.049348958,0.009067708,0.072510417,0.128765625
2010/11/19,0.0903125,0.063520833,0.019546875,0.052901042,0.154072917
2010/11/20,0.063484375,0.04621875,0.010322917,0.074078125,0.107567708
2010/11/21,0.072817708,0.056619792,0.008880208,0.047916667,0.220317708
2010/11/22,0.105567708,0.0625,0.0346875,0.021197917,0.096567708
2010/11/23,0.101317708,0.062239583,0.02646875,0.031453125,0.11425
2010/11/24,0.110442708,0.069494792,0.014822917,0.034666667,0.149536458
2010/11/25,0.156614583,0.079869792,0.048729167,0.023421875,0.158333333
2010/11/26,0.107515625,0.069609375,0.029484375,0.05625,0.226859375
2010/11/27,0.119333333,0.079723958,0.02865625,0.02240625,0.286963542
2010/11/28,0.081885417,0.059010417,0.02490625,0.039645833,0.196359375
2010/11/29,0.087546875,0.06384375,0.028395833,0.059239583,0.203151042
2010/11/30,0.120583333,0.138838542,0.113901042,0.016494792,0.521786458
2010/12/1,0.099604167,0.059546875,0.027479167,0.056942708,0.210010417
2010/12/2,0.062744792,0.063734375,0.032609375,0.028567708,0.343520833
2010/12/3,0.074723958,0.050057292,0.026088542,0.035526042,0.155369792
2010/12/4,0.08434375,0.047729167,0.007354167,0.071651042,0.193458333
2010/12/5,0.130432292,0.079807292,0.030916667,0.043963542,0.225557292
2010/12/6,0.049348958,0.0411875,0.011770833,0.031,0.07046875
2010/12/7,0.098260417,0.047088542,0.017609375,0.034625,0.085619792
2010/12/8,0.09671875,0.056166667,0.025057292,0.028270833,0.131223958
2010/12/9,0.074130208,0.040567708,0.011911458,0.051375,0.201234375
2010/12/10,0.079208333,0.048723958,0.01103125,0.039234375,0.257682292
2010/12/11,0.07459375,0.045989583,0.0166875,0.032916667,0.084223958
2010/12/12,0.070984375,0.049223958,0.021421875,0.0408125,0.157510417
2010/12/13,-0.093526042,0.093598958,0.046635417,0.024927083,0.042015625
2010/12/14,-0.007614583,0.081015625,0.038869792,0.022526042,0.049875
2010/12/15,0.071927083,0.0509375,0.017364583,0.025067708,0.10359375
2010/12/16,0.1369375,0.048505208,0.01584375,0.030354167,0.137166667
2010/12/17,0.11153125,0.058359375,0.028265625,0.029229167,0.140713542
2010/12/18,0.090932292,0.051213542,0.015848958,0.044296875,0.13165625
2010/12/19,0.109932292,0.070380208,0.037375,0.027125,0.202458333
2010/12/20,0.120057292,0.0653125,0.036328125,0.035984375,0.173015625
2010/12/21,0.15615625,0.086932292,0.023921875,0.028171875,0.238807292
2010/12/22,0.228010417,0.1195,0.065838542,0.018697917,0.365260417
2010/12/23,0.124786458,0.058786458,0.024760417,0.020166667,0.16871875
2010/12/24,0.080421875,0.052473958,0.017932292,0.020385417,0.10046875
2010/12/25,0.15128125,0.074401042,0.041713542,0.012755208,0.125848958
2010/12/26,0.190708333,0.069677083,0.029854167,0.020046875,0.1611875
2010/12/27,0.151442708,0.072916667,0.030442708,0.022609375,0.179291667
2010/12/28,0.089869792,0.05378125,0.025192708,0.024921875,0.132421875
2010/12/29,0.077927083,0.042953125,0.01359375,0.035588542,0.240213542
2010/12/30,0.058619792,0.037645833,0.007578125,0.034729167,0.148057292
2010/12/31,0.075385417,0.045276042,0.014375,0.026473958,0.080729167
